id|Question|Answer_1
3502|Thưa bác sĩ, trường hợp của cháu bị viêm đa khớp dạng thấp, bị dị ứng với riềng và lá trầu không. Vậy với những bệnh như trên thì cháu có tiêm được vaccine phòng Covid-19 không ạ? Rất mong nhận được câu trả lời sớm từ các bác sĩ. Cháu cảm ơn ạ.|" Chào anh/chị,
Nếu anh/chị đã điều trị ổn định bệnh viêm khớp dạng thấp, anh/chị có thể tiêm vaccine Covid-19. Với các trường hợp có tiền sử dị ứng, anh/chị nên thông báo cho bác sĩ khám sàng lọc về tình trạng dị ứng của anh/chị cũng như mức độ dị ứng. Dựa vào kết quả sức khỏe của anh/chị, bác sĩ sẽ quyết định tiêm chủng ngay hay cần phải thận trọng và tiêm trong bệnh viện.
Cảm ơn anh/chị đã gửi câu hỏi, chúc anh/chị hiều sức khỏe!"
1537|Vaccine của Việt Nam nghiên cứu khi nào thì được chích? Vaccine có chích dịch vụ không? Cơ sở nào đang tiến hành chích dịch vụ?| Chào anh/chị  Theo thông tin từ Bộ Y tế, hơn 90.000 liều vaccine Covid-19 Pfizer/BioNTech đã về đến sân bay Nội Bài vào sáng ngày 7/7/2021, đây là lô vaccine đầu tiên của hãng này về Việt Nam. Hiện nay, Chính phủ chưa có cơ chế triển khai tiêm chủng loại vaccine này.  Theo thông tin từ Cơ quan Phát triển quốc tế Hoa Kỳ (USAID), 2 triệu liều vaccine ngừa Covid-19 Moderna do chính phủ Mỹ hỗ trợ thông qua cơ chế Covax đã về đến sân bay Nội Bài (Hà Nội) và Chính phủ chưa có cơ chế triển khai tiêm chủng loại vaccine này. Anh/chị vui lòng chờ thêm thông tin từ Chính Phủ và Bộ Y tế.  Hiện nay, Việt Nam đang tiến hành tiêm chủng vaccine AstraZeneca (Vương quốc Anh) cho các đối tượng, địa bàn ưu tiên theo hướng dẫn chỉ đạo của Chính Phủ và Bộ Y tế. Hệ thống tiêm chủng VNVC tự hào là đơn vị duy nhất được Bộ Y Tế chỉ định sát cánh cùng các cơ sở y tế Nhà nước thực hiện tiêm chủng cho các đối tượng ưu tiên theo quy định. 
772|Xin hỏi, người dân không nằm trong diện ưu tiên, nếu có nhu cầu chích ngừa để ra nước ngoài, du lịch, học tập...VNVC có chích dịch vụ hay không? (tôi đã đăng ký bên VNVC rồi)|VNVC đã ghi nhận thông tin người đăng ký tiêm chủng vắc xin COVID-19. Ngay khi có thể đáp ứng được nhu cầu khách hàng, VNVC sẽ chủ động liên hệ với khách hàng. Cảm ơn quý khách.
745|Vaccine có hiệu quả trong bao lâu?|"Vì vắc xin phòng COVID-19 của Astrazeneca là vắc xin mới nên chưa có thời gian để xác nhận việc bảo vệ kéo dài trong bao lâu. Tuy nhiên, COVID-19 Vaccine AstraZeneca đã được cung cấp cho hàng ngàn người trong các thử nghiệm lâm sàng, tất cả đều được theo dõi cẩn thận trong 12 tháng.

Theo khuyến cáo, vắc xin phòng COVID-19 của Astrazeneca được tiêm đủ 2 mũi. Nếu bạn quên tiêm mũi thứ hai theo lịch hẹn, hãy liên hệ bác sĩ hoặc chuyên gia chăm sóc sức khỏe để được tư vấn. Việc tiêm mũi thứ hai Vắc xin COVID-19 Vaccine Astrazeneca rất quan trọng."
279|Virus Covid-19 tồn tại bao lâu trong môi trường tự nhiên?|"Trong môi trường tự nhiên, virus chỉ tồn tại nguyên dạng và không nhân lên, do vậy thời gian sống của virus trong môi trường tự nhiên là thời gian tồn tại của một thế hệ virus Thời gian này là bao lâu sẽ phụ thuộc vào bản chất của virus và các điều kiện tự nhiên Thông thường, ở nhiệt độ lạnh virus sẽ tồn tại lâu hơn, nhất là nhiệt độ lạnh âm sâu; các yếu tố khác như độ ẩm, chất liệu bề mặt (đất, gỗ, sắt...) cũng ảnh hưởng đến thời gian tồn tại của virus; đặc biệt ánh sáng mặt trời có tác dụng tiêu diệt virus rất hiệu quả  
Đã có một số nghiên cứu cho thấy Covid-19 có thể sống được đến vài ngày, thậm chí đến 9 ngày trong môi trường tự nhiên Vì thế, các biện pháp vệ sinh môi trường có vai trò hết sức quan trọng trong việc triệt tiêu nguồn tác nhân gây bệnh có trong môi trường Không nên chủ quan cho rằng virus đã bị tiêu diệt bởi các yếu tố từ môi trường Mặt khác, môi trường sống thông thoáng, có ánh nắng mặt trời cũng có ý nghĩa rất tốt làm giảm bớt các tác nhân gây bệnh, trong đó có virus Covid-19, trong môi trường 
"
2636|Chào bác sỹ, tôi đã chích mũi 1 vaccine Astrazeneca và sắp đến thời hạn tiêm mũi 2. Nếu lúc đó, không có vaccine Astrazeneca mà chỉ có Pfizer, Moderna hoặc khác thì tôi có nên tiêm luôn mũi 2 hay phải đợi Astrazeneca? Nếu đợi Astrazeneca có thể tôi sẽ bị qua thời hạn tiêm mũi 2. Nhờ Bác sỹ tư vấn giúp tôi. Cảm ơn.| Chào anh,  Hướng dẫn 2995 của Bộ Y tế là nên tiêm 2 mũi vaccine Covid-19 cùng một loại để cho hiệu quả bảo vệ cao nhất. Về bản chất 2 mũi vaccine Covid-19 cùng nhà sản xuất đều giống nhau. Tiêm chủng đủ 2 mũi vaccine sẽ giúp cơ thể có được miễn dịch tốt nhất, giúp giảm nguy cơ mắc bệnh, tỷ lệ nhập viện và tử vong do Covid-19. Cảm ơn anh đã gửi câu hỏi, chúc anh nhiều sức khỏe!
4417|Hỗ trợ hô hấp cho trẻ em nhiễm COVID-19 ở thế nặng như thế nào?|Thở mask có túi Hoặc: NCPAP, HPNO, NIPPV
1331|Con tôi đã điều trị lao hết bệnh cách đây 4 năm, giờ có thể tiêm chủng vaccine AstraZeneca được không thưa bác sĩ?| Hiện tại, bệnh lao của anh/chị đã điều trị được 4 năm, anh/chị hoàn toàn có thể tiêm chủng vaccine Covid-19 nếu không có thêm chống chỉ định nào khác. Khi khám, anh/chị cần cung cấp các thông tin liên quan đến sức khỏe để bác sĩ đánh giá tình trạng sức khỏe hiện tại theo các tiêu chuẩn mà Bộ Y tế đã đưa ra, nếu các chỉ số sinh tồn như huyết áp, mạch, nhịp thở... trong giới hạn cho phép, các cơ quan khác không có dấu hiệu bất thường thì bác sĩ sẽ tư vấn và chỉ định vaccine Covid-19 cho anh/chị.
2289|Tôi 60 tuổi, có tiền sử hen nặng, giờ tái phát, đang ho và có khò khè. Tôi đang uống thuốc thấp khớp và thuốc tuyến giáp có nhân vôi. Vậy tôi có tiêm được vaccine AstraZeneca được không?| Trường hợp bệnh lý của anh/chị hiện tại chưa ổn định, đang phải điều trị thì bạn thuộc đối tượng tạm hoãn tiêm chủng. Anh/chị sẽ tiêm chủng sau khi điều trị ổn định bệnh từ 3 tháng trở lên.
2389|Tôi bị dị ứng kháng sinh gốc Amo khi uống bia rượu là bị mẩn đỏ khắp người. Nhiều người bảo tôi bị di ứng cồn thì có tiêm được vaccine Covid-19 không?|" Chào chị,
Trong trường hợp này, chị cần chia sẻ rõ hơn về mức độ, tính chất dị ứng của bản thân và ông xã để bác sĩ khám sàng lọc có thể đưa ra quyết định có được tiêm hay không. Còn trường hợp chồng chị có dị ứng với thành phần có trong vắc xin nên cẩn trọng hơn, nên tiêm tại bệnh viện hoặc các cơ sở đủ năng lực hồi sức cấp cứu ban đầu.
Cảm ơn câu hỏi của chị. Trân trọng!"
506|Xin hỏi, vi rút corona mới lây lan như thế nào? Có thể tồn tại trên các bề mặt trong thời gian bao lâu?|Chủng mới của vi rút Corona là một loại vi rút đường hô hấp lây lan chủ yếu là tiếp xúc với người bị nhiễm bệnh thông qua các giọt bắn tạo ra khi ho hoặc hắt hơi. Điều quan trọng là tất cả mọi người thực hành vệ sinh hô hấp tốt. Ví dụ, hắt hơi hoặc ho vào khuỷu tay áo, hoặc sử dụng khăn giấy che miệng và bỏ khăn giấy vào thùng kín ngay lập tức. Rửa tay thường xuyên bằng xà phòng và nước hoặc dung dịch rửa tay có cồn cũng rất quan trọng.Hiện vẫn chưa biết virút 2019-nCoV tồn tại được bao lâu trên các bề mặt, mặc dù thông tin sơ bộ cho thấy virus có thể tồn tại trong vài giờ. Các chất khử trùng đơn giản có thể tiêu diệt vi rút khiến nó không còn khả năng lây nhiễm cho người.
736|Trong các loại vắc-xin đã và đang sử dụng tại Việt Nam, đến nay, mình có bất kỳ báo cáo nào thống kê so sánh loại vắc-xin nào có hiệu quả vượt trội chưa?|Hiện tại chưa có báo cáo thống kê về thông tin này.
32|Những người khuyết tật có nguy cơ cao hơn không?|Người lớn khuyết tật có nhiều khả năng mắc bệnh nền khiến họ có nguy cơ cao mắc bệnh nghiêm trọng do COVID-19, bao gồm nhưng không giới hạn ở bệnh tim, đột quỵ, bệnh tiểu đường, bệnh thận mãn tính, ung thư, huyết áp cao và béo phì. Ngoài ra, khuyết tật có thể khiến quý vị khó thực hành cách ly giao tiếp xã hội, đeo khẩu trang và thực hành vệ sinh tay.Để biết thêm thông tin, hãy xem Người Khuyết Tật và Những Người Có thể Cần Các Biện Pháp Phòng Ngừa Bổ Sung.
2812|Tôi bị hen suyễn có được chích ngừa vaccine Covid-19 không bác sĩ? Xin cảm ơn!|" Chào anh/chị,
Bệnh hen suyễn không thuộc chống chỉ định của tiêm ngừa vaccine Covid-19. Bác sĩ khám sàng lọc sẽ trực tiếp khám và đánh giá tình trạng sức khỏe hiện tại của anh/chị qua các chỉ số như huyết áp, nhịp tim, nhịp thở và các cơ quan khác theo đúng các tiêu chuẩn mà Bộ Y tế hướng dẫn. Nếu không có dấu hiệu nào bất thường, các chỉ số sinh tồn đều trong giới hạn cho phép, bác sĩ sẽ chỉ định tiêm chủng. Sau tiêm anh/chị cần tuân thủ theo đúng hướng dẫn của bác sĩ về việc theo dõi các phản ứng sau tiêm.
Chúc anh/chị sức khỏe. Trân trọng!"
108|Tôi có nên hoãn việc đi du thuyền không?|Có. CDC khuyến cáo các hành khách tránh tất cả các chuyến đi bằng du thuyền trên thế giới, bao gồm cả tàu thủy. Các báo cáo về COVID-19 trên các du thuyền nhấn mạnh tới nguy cơ lây nhiễm cho hành khách trên du thuyền và thủy thủ đoàn. Giống như nhiều loại vi-rút khác, COVID-19 có vẻ lây lan dễ dàng hơn giữa những người ở gần nhau trên tàu biển. Tại thời điểm này, hoạt động vận tải hành khách bằng du thuyền vẫn đang bị tạm dừng trên đường thủy Hoa Kỳ, theo Khung Lệnh Khởi Hành Có Điều Kiện của CDC.
4314|Giữ an toàn cho cả shipper và người giao nhận hàng ra sao?|"Tình hình dịch bệnh diễn biến phức tạp, đơn vị BeGroup đã tăng cường khuyến cáo tài xế và khách hàng phải tuân thủ quy định 5K khi giao nhận hàng, thực hiện khử khuẩn và khuyến khích thanh toán không tiền mặt.

Thực tế, ở một số chung cư, các hẻm ""vùng xanh"" đều có bàn hoặc vị trí để hàng hóa. Tài xế thực hiện giao, nhận hàng không tiếp xúc, cách xa người nhận hàng ít nhất 2m. Điều này cũng hạn chế được phần nào việc tiếp xúc giữa khách hàng và tài xế.

Ngoài việc đáp ứng các trang thiết bị nhận diện shipper, đại diện Gojek nhấn mạnh đang phối hợp với cơ quan chức năng để ưu tiên tiêm vắc xin cho tài xế. Hiện tại, khoảng 50% số tài xế đang hoạt động đã được bố trí tiêm vắc xin tại địa bàn nơi cư trú.

Tương tự, Grab khuyến khích khách và tài xế giao hàng không tiếp xúc. Khi khách vừa book trên app, phần chat với tài xế có chạy sẵn tin nhắn ""Giao hàng không tiếp xúc"", khách chỉ cần chọn vào là khi tới nơi tài xế sẽ để hàng ở gần đó, đứng lùi ra, khách đến lấy, hai người không tiếp xúc gần. Túi giao hàng cần được vệ sinh bằng dung dịch diệt khuẩn.

Không chỉ shipper công nghệ mà shipper của công ty vận chuyển cũng thực hiện ""nằm lòng"" các quy định phòng chống dịch như 5K, khử khuẩn...

Đồng thời, các ứng dụng giao hàng cũng lưu ý người dân khi nhận hàng cần có tâm lý cẩn trọng, đảm bảo các biện pháp phòng tránh lây nhiễm cơ bản như đeo khẩu trang, kính chống giọt bắn hay giữ khoảng cách với shipper."
4031|Tôi có bị xử phạt nếu thuê thợ cắt tóc về nhà?|"Theo Chỉ thị 15, 16 của Thủ tướng và Chỉ thị số 10 của Chủ tịch TP.HCM, các dịch vụ không thiết yếu như cắt tóc, gội đầu hay làm đẹp đều phải tạm dừng hoạt động nhằm phòng chống dịch Covid-19.

Cắt tóc tại nhà có thu tiền là hoạt động kinh doanh tại chỗ, đi ngược với tinh thần của các chỉ thị trên. Do đó, người thuê và thợ cắt tóc đều có thể bị xử phạt theo Điều 12 Nghị định 117/2020/NĐ-CP của Chính phủ, kể cả khi hoạt động này diễn ra tại nhà với số tiền 5-10 triệu đồng.

Ngoài ra, theo Công văn 45/TANDTC-PC hướng dẫn về xét xử các tội phạm liên quan đến phòng, chống dịch bệnh Covid-19 và Bộ luật Hình sự 2015, nếu việc cắt tóc tại gia gây hậu quả nghiêm trọng, người cắt tóc và khách hàng có thể bị truy cứu trách nhiệm hình sự về tội Vi phạm quy định về an toàn ở nơi đông người theo Điều 295 Bộ luật Hình sự 2015.

Theo đó, người chưa mắc Covid-19 sống trong khu vực đã có quyết định cách ly, phong tỏa mà trốn khỏi khu vực, không tuân thủ quy định cách ly, trốn tránh việc áp dụng biện pháp cách ly hoặc không tuân thủ quy định về khai báo y tế và gây thiệt hại từ 100 triệu đồng trở lên sẽ bị xử lý hình sự theo Điều 295 Bộ luật Hình sự 2015.

Mức án tối đa dành cho tội danh này là 12 năm tù."
213|Những thông tin ban đầu nào mà các nhà điều tra pháp y về tử vong cần thu thập trong quá trình điều tra tử vong để đánh giá nguy cơ tiềm ẩn đối với COVID-19?|Nhà điều tra pháp y về tử vong và nhân viên giám định y tế hoặc đội ngũ nhân viên điều tra tử vong nhận được báo cáo về trường hợp tử vong nên tìm hiểu thông tin về người chết có dương tính với COVID-19, hay có biểu hiện các triệu chứng bị nhiễm COVID-19 hay không và nguy cơ đã phơi nhiễm với COVID-19. Nhà điều tra có thể trò chuyện với sở y tế địa phương, bác sĩ gia đình, thành viên gia đình hoặc những người khác đã sống cùng với người chết để giúp trả lời những câu hỏi này. Nếu không có người trả lời những câu hỏi này (ví dụ: không có người chứng kiến tử vong, người sống một mình, không có tiền sử bệnh), các nhà điều tra cần đề phòng như thể người chết là trường hợp đã biết nhiễm COVID-19. Hướng dẫn hiện tại về các dấu hiệu, triệu chứng và các yếu tố nguy cơ khác đối với COVID-19 có thể tìm thấy trên trang web Bệnh Vi-rút Corona của CDC2019.
4302|Hiện nay trên thị trường có những loại máy thở nào, sử dụng các loại máy thở trên trong những trường hợp cụ thể nào?|"Hiện nay có 2 loại máy thở, máy thở không xâm nhập và máy thở xâm nhập. Không xâm nhập là mình dùng mặt nạ úp vào mặt, mũi hoặc là chỉ vào mũi và nối với máy. Lúc này tình trạng bệnh nhân vẫn phải tự thở, tỉnh táo và tiếp xúc tốt thì chỉ cần hỗ trợ oxy như vậy.

Loại máy thở thứ 2 là loại máy thở xâm nhập, người bệnh phải thở qua ống nội khí quản, ống này đặt vào đường thở và nối với máy.

Lúc đó thì bệnh nhân có thể không cần tỉnh táo, thậm chí bác sĩ có thể dùng thuốc an thần cho bệnh nhân ngủ để thở theo máy hoàn toàn.

Và có thể dùng giãn cơ để không có một tác động nào chống lại máy thở. Loại máy thở xâm nhập này dùng cho những trường hợp nặng hơn, nguy kịch hơn."
1969|Tôi đọc tin trên báo điện tử có thông tin TP HCM ưu tiên cho người có bệnh mãn tính được chích ngừa trước. Vậy khi nào thì người bị viêm gan B như tôi mới được chích ạ?| Hiện nay, vaccine phòng Covid-19 đang được triển khai tiêm miễn phí cho các nhóm đối tượng ưu tiên theo quy định của Nhà nước và Bộ Y tế (Nghị quyết 21/NQ-CP ngày 26 tháng 2 năm 2021) và đang mở rộng đối tượng tiêm chủng. Anh/chị có thể liên hệ với địa phương để biết thêm thông tin về tiêm chủng cụ thể. Cảm ơn câu hỏi của anh/chị, nếu còn thêm bất kỳ thắc mắc nào, có thể gọi đến hotline 028 7300 6595 hoặc inbox cho fanpage trungtamtiemchungvnvc. Trân trọng!
777|Những ai không có nhu cầu tiêm vắc xin thì không tiêm có được không? Vì theo tôi biết chỉ cần tiêm 60 đến 70% dân số thì đả đạt đươc miển dich cộng đồng rồi. Như vậy có đung không?|"Để phòng chống dịch COIVD-19, Bộ Y tế đã hướng dẫn triển khai tiêm chủng các nhóm đối tượng, địa bàn ưu tiên và miễn phí triển khai tiêm chủng vắc xin phòng COVID-19.

Ngoài nhóm đối tượng ưu tiên kể trên, Chính phủ khuyến khích các đơn vị đủ điều kiện tổ chức tiêm chủng tự nguyện cho các tổ chức, cá nhân có yêu cầu và tự chi trả phí tiêm chủng.

Việc tuân thủ các hướng dẫn dẫn của Bộ Y tế, chính quyền địa phương về tiêm chủng vắc xin phòng bệnh COVID-19 và các biện pháp phòng chống dịch (thông điệp 5k) là trách nhiệm của mỗi cá nhân và cộng đồng."
2931|Trước đây, tôi đã cắt bỏ túi mật do có polyp, đi khám bác sĩ nói tôi bị nang gan kiểu nang bong bóng 6 ly. Trường hợp của tôi như thế có tiêm vaccine ngừa Covid-19 được không? Xin cảm ơn bác sĩ!|" Chào Anh/Chị,
Với tình trạng sức khỏe của Anh/Chị đã cắt bỏ túi mật ổn định sẽ không nằm trong đối tượng hoãn hay chống chỉ định tiêm chủng vaccine phòng Covid-19. Anh/Chị có thể mang theo kết quả khám bệnh của mình khi tới tiêm ngừa.
Cảm ơn câu hỏi của Anh/Chị. Trân trọng!"
346|Covid-19 có thể gây ra những biến chứng nguy hiểm nào ?|"Sau đây là danh sách các biến chứng nguy hiểm của COVID-19:
- Viêm phổi cấp
- Hội chứng suy hô hấp cấp tính (ARDS)
- Tổn thương gan cấp tính
- Tổn thương tim cấp tính
- Tổn thương thận cấp tính (AKI)
- Nhiễm trùng thứ phát
- Sốc nhiễm trùng
- Đông máu rải rác nội mạch
- Tiêu cơ vân
- Hội chứng viêm đa hệ thống ở trẻ em (MIS-C)
- Da liễu: phát ban, rụng tóc
- Thần kinh: gặp vấn đề khứu giác, vị giác, khó ngủ, khó tập trung, vấn đề trí nhớ
- Tâm thần: trầm cảm, lo lắng, tâm trạng thay đổi"
2619|Xin chào, mẹ tôi 63 tuổi, đã từng bị viêm gan C và chữa khỏi. Hiện nay cơ địa dễ nổi mẩn ngứa khi ăn thịt cá như gà, cá biển do chức năng gan suy giảm và men gan hơi cao hơn chuẩn thông thường, và bị bệnh viêm cơ tim vẫn đang uống thuốc đều đặn. Xin hỏi mẹ tôi có nên chích ngừa vaccine Covid-19 không? Xin cám ơn.| Chào anh/chị, Theo như mô tả, mẹ của anh/chị vẫn được tiêm vaccine Covid-19 tại khối bệnh viện hoặc các cơ sở y tế có đủ năng lực hồi sức cấp cứu ban đầu. Để đảm bảo tốt nhất cho sức khỏe, anh/chị nên đưa mẹ đi thăm khám đánh giá lại chức năng gan, chức năng tim trước thời điểm tiêm vaccine. Khi đi tiêm vaccine, mẹ của anh/chị cần cung cấp đầy đủ các thông tin liên quan đến sức khỏe kể cả các loại thuốc đang dùng cùng liều lượng cho bác sĩ khám sàng lọc.  Cảm ơn câu hỏi của anh/chị. Chúc anh/chị sức khỏe! Trân trọng!
1194|Cách đây 3 hôm, tôi bị cảm lạnh và viêm họng nên đã uống thuốc để điều trị. Tôi hết các triệu chứng đau người nên dừng thuốc. Tuy nhiên, do họng vẫn viêm nên tôi có sử dụng viên ngậm hàng ngày. Theo lịch ngày mai tôi thực hiện tiêm vaccine Covid-19, như vậy tôi có tiêm được không hay phải hoãn. (Hiện tại họng tôi vẫn đang hơi có cảm giác đau rát). Mong được bác sĩ tư vấn.|" Chào chị,
Trường hợp của chị cần điều trị hết các triệu chứng cảm lạnh và viêm họng mới có thể tiêm ngừa vaccine Covid-19.
Cảm ơn câu hỏi của chị. Trân trọng!"
440|Được biết, Thứ trưởng Bộ Y tế Đỗ Xuân Tuyên vừa ký kế hoạch tiếp nhận, bảo quản, phân phối và sử dụng vaccine phòng COVID-19 giai đoạn 2021-2022 do COVAX Facility hỗ trợ. Xin được hỏi, nhóm đối tượng nào được ưu tiên tiêm vaccine COVID-19?|"Theo Bộ Y tế, các nhóm đối tượng tiêm vaccine COVID-19 sắp xếp theo mức độ ưu tiên theo tình huống dịch và trong bối cảnh nguồn vaccine này cung cấp hạn chế tại Việt Nam, bao gồm:

- Nhân viên y tế.
- Nhân viên tham gia phòng chống dịch (Ban chỉ đạo các cấp, nhân viên của các khu cách ly, phóng viên...).
- Nhân viên ngoại giao, hải quan, cán bộ làm công tác xuất nhập cảnh
- Lực lượng quân đội.
- Lực lượng công an.
- Giáo viên.
- Người trên 65 tuổi.
- Nhóm cung cấp dịch vụ thiết yếu: hàng không, vận tải, du lịch; cung cấp dịch vụ điện, nước...
- Những người mắc các bệnh mãn tính.
- Người có nhu cầu đi công tác, học tập, lao động ở nước ngoài.
- Người tại vùng dịch theo chỉ định dịch tễ."
3099|Tôi còn 3 tháng nữa là 70 tuổi, có đặt 2 stent tim. Tôi đang uống thuốc thì có chích ngừa vaccine Covid-19 được không?|" Chào anh/chị,
Hiện tại, theo quyết định 2995/QĐ-BYT mới nhất của Bộ Y tế đang triển khai tiêm cho đối tượng trên 18 tuổi. Trường hợp của anh/chị bệnh nền hiện tại chưa ổn định thì nên tạm hoãn tiêm chủng. Sau khi mức độ bệnh lý đã ổn định, anh/chị có thể tiến hành tiêm chủng tại khối bệnh viện hoặc cơ sở y tế có năng lực hồi sức cấp cứu ban đầu.
Cảm ơn câu hỏi của anh/chị. Trân trọng!"
2108|"Tôi có mấy vấn đề cần được tư vấn như sau:
Tôi phát hiện bị viêm gan B từ cuối năm 2019, nhưng không cần uống thuốc, tôi có kiểm tra định kỳ và bác sĩ vẫn bảo không cần phải uống thuốc, bên cạnh đó tôi bị mỡ máu cao. Tháng 3/2021 chỉ số LDL cholesterol là 161, ngoài ra từ năm 2019 tôi đa chụp phổi và bs bảo bị tổn thương phổi chưa rõ nguyên nhân giống như sẹo tổn thương đã lành. Tháng 3/2021 tôi chụp CT phổi nhưng vẫn bị tổn thương mô kẽ dạng nốt phân thủy S1 phổi phải và S1-2 phổi trái, kèm tổn thương xơ xung quanh nhưng không rõ nguyên nhân. Vậy tôi có đươc chích ngừa vaccine Covid-19 không? Nhờ bác sĩ giải đáp giúp tôi."|" Chào bạn Theo quyết định 2995/QĐ-BYT, Bộ Y tế đã quy định rõ những người mắc bệnh mạn tính nếu như đã điều trị ổn định, không dùng thuốc ức chế miễn dịch, hóa xạ trị vẫn có thể tiêm chủng vaccine phòng Covid-19 và bạn nên tiêm chủng tại các cơ sở tiêm chủng trong bệnh viện.
Cảm ơn câu hỏi của bạn. Trân trọng!"
3780|Có cần thực hiện các biện pháp an toàn (5K) sau khi đã tiêm đủ liều vaccine?|Có
2396|Tôi 61 tuổi có bệnh nền huyết áp cao, thoái hoá khớp trái. Tôi uống thuốc đều nên huyết áp tốt 12/8, mạch khoảng 70 đến 80. Nhưng thỉnh thoảng bắt đầu vào giấc ngủ, tim của tôi hay đập nhanh phải thức dậy uống thuốc huyết áp. Vậy tôi có được chích ngừa Covid-19 không? Trước khi chích có ngưng thuốc gì không? Cảm ơn bác sĩ nhiều.| Chào chị, Người có bệnh nền tăng huyết áp, thoái hóa khớp đang điều trị ổn đinh hoàn toàn có thể được tiêm vaccine Covid-19. Trước khi tiêm bác sĩ khám sàng lọc sẽ khám và đánh giá các dấu hiệu sinh tồn như huyết áp, nhịp tim, nhịp thở nếu trong giới hạn bình thường, các cơ quan khác không có gì bất thường, bác sĩ sẽ chỉ định tiêm. Sau tiêm, chị hãy tuân thủ theo đúng hướng dẫn của bác si về theo dõi các phản ứng sau tiêm. Kính chúc chị sức khỏe. Trân trọng!
1996|Hiện tôi đang uống thuốc trị gout. Vậy cho hỏi, tôi có được tiêm vaccine Covid-19 bình thường không? Hay phải ngưng thuốc bao lâu mới được tiêm vaccine? Nếu chân đau, nhức có được tiêm không?|" Anh/chị đang uống thuốc điều trị gout, nhưng không nói rõ là tình trạng cấp tính hay mạn tính, chỉ số acid Uric đã về mức bình thường chưa. Nếu hiện tại anh/chị đang dùng thuốc cho đợt cấp thì phải hoãn tiêm khi nào ổn định > 3 tháng mới được tiêm vaccine Covid-19.
Cảm ơn câu hỏi của anh/chị. Trân trọng!"
4196|Những loài động vật nào có thể bị COVID-19? |Chúng tôi hiện chưa hiểu đầy đủ về cách COVID-19 ảnh hưởng đến các loài động vật khác nhau như thế nào. Chúng tôi biết một số ít thú nuôi, bao gồm cả chó, mèo và chồn sương được báo cáo là bị nhiễm vi rút gây ra COVID-19 sau khi tiếp xúc gần gũi với một người bị COVID-19. Thú nuôi bị nhiễm bệnh có thể bị ốm hoặc chúng có thể không có bất kỳ triệu chứng nào. Trong số những thú nuôi bị ốm, hầu hết chỉ bị bệnh nhẹ và bình phục hoàn toàn. Nghiên cứu gần đây cho thấy rằng chồn sương, mèo, dơi ăn quả và chuột đồng Syria vàng có thể bị nhiễm vi rút trong thực nghiệm và có thể lây nhiễm sang các động vật khác cùng loài trong phòng thí nghiệm. Chuột, lợn, gà và vịt không bị nhiễm hoặc lây lan bệnh dựa trên kết quả từ các nghiên cứu này. Dữ liệu từ một nghiên cứu cho thấy chó không có khả năng bị nhiễm vi rút như mèo và chồn. Những phát hiện này dựa trên một số lượng nhỏ động vật và không chỉ ra liệu động vật có thể lây bệnh cho người hay không. Những loài mèo lớn được nuôi nhốt, bao gồm một số sư tử và hổ trong vườn thú New York, một con chó puma ở Nam Phi và hổ trong vườn thú Tennessee đã cho kết quả dương tính với SARS-CoV-2, cũng như một số con khỉ đột ở vườn thú San Diego, sau khi cho thấy có dấu hiệu của bệnh đường hô hấp. Người ta nghi ngờ rằng những con vật này bị bệnh sau khi tiếp xúc với nhân viên sở thú bị nhiễm COVID-19. Vi rút gây ra COVID-19 đã được báo cáo ở chồn hương tại các trang trại ở Hà Lan, Đan Mạch, Tây Ban Nha, Ý, Thụy Điển và Hoa Kỳ. Một khi vi rút được thâm nhập vào trang trại, sự lây lan có thể xảy ra giữa chồn cũng như từ chồn sang các động vật khác trong trang trại (chó, mèo). Bởi vì một số công nhân trong các trang trại này bị nhiễm COVID-19, rất có thể những công nhân trang trại bị nhiễm bệnh là nguồn lây nhiễm bệnh cho chồn ban đầu. Đối với bất kỳ động vật nào có kết quả xét nghiệm dương tính với SARS-CoV-2 tại phòng thí nghiệm tư nhân hoặc nhà nước, Phòng thí nghiệm Dịch vụ Thú y Quốc gia của USDA thực hiện xét nghiệm bổ sung để xác nhận nhiễm trùng và đăng kết quả trên trang này: Các trường hợp SARS-CoV-2 nơi động vật ở Hoa Kỳ.
